#airframe_info, log_version="1.00", airframe_name="Cessna 172S", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0563-26", system_id="29FD83D95", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2012-10-18, 10:56:00,  -05:00,       ,             ,             ,  1256.0, 29.81,        ,  15.0,   0.00,       ,  -72.21,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   5.1,  -0.0,   5.18,   5.52,     2.50,   69.00,   61.85, 1014.5,   71.46,   74.18,   71.20,   73.99,  892.18,  894.14,  870.12,  910.56,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:00,  -05:00,       ,             ,             ,  1255.0, 29.81,        ,  15.0,   0.00,       , -105.87,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   5.1,  -0.0,   5.24,   5.47,     2.52,   69.00,   61.78, 1015.2,   71.73,   74.51,   71.39,   74.33,  901.64,  901.51,  880.34,  916.69,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:01,  -05:00,       ,             ,             ,  1257.0, 29.81,        ,  14.8,   0.00,       ,  -55.27,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   5.0,  -0.0,   5.24,   5.42,     2.54,   69.01,   61.78, 1018.1,   72.09,   75.07,   71.74,   74.81,  913.68,  912.68,  894.20,  925.13,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:02,  -05:00,       ,             ,             ,  1257.0, 29.81,        ,  14.8,   0.00,       ,   -2.77,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   4.8,  -0.0,   5.34,   5.34,     2.55,   69.01,   61.76, 1024.9,   72.43,   75.59,   72.10,   75.35,  922.45,  921.26,  907.29,  932.09,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:03,  -05:00,       ,             ,             ,  1257.0, 29.81,        ,  14.8,   0.00,       ,  -13.93,       ,       ,       ,       ,      ,      ,  27.9,  28.0,   4.8,  -0.0,   5.41,   5.34,     2.35,   69.02,   61.98, 1031.7,   72.80,   76.12,   72.50,   75.86,  929.20,  927.81,  919.21,  940.04,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:04,  -05:00,       ,             ,             ,  1253.0, 29.81,        ,  14.8,   0.00,       ,  -66.28,       ,       ,       ,       ,      ,      ,  27.9,  28.0,   4.7,  -0.0,   5.51,   5.29,     2.14,   69.03,   62.32, 1040.4,   73.19,   76.70,   72.82,   76.41,  934.74,  934.66,  928.58,  949.21,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:05,  -05:00,       ,             ,             ,  1252.0, 29.81,        ,  14.5,   0.00,       , -102.18,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   4.5,  -0.0,   5.51,   5.29,     2.08,   69.03,   61.12, 1001.7,   73.60,   77.28,   73.24,   76.95,  939.59,  942.52,  933.78,  959.93,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:06,  -05:00,       ,             ,             ,  1253.0, 29.81,        ,  14.5,   0.00,       ,  -63.28,       ,       ,       ,       ,      ,      ,  27.8,  27.9,   4.6,  -0.0,   5.62,   5.29,     2.15,   69.04,   59.80,  927.4,   74.00,   77.87,   73.62,   77.50,  932.79,  943.50,  927.63,  964.10,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:07,  -05:00,       ,             ,             ,  1255.0, 29.81,        ,  14.5,   0.00,       ,   32.38,       ,       ,       ,       ,      ,      ,  27.8,  27.9,   4.5,  -0.0,   5.67,   5.29,     2.23,   69.05,   59.59,  903.3,   74.40,   78.46,   74.05,   78.11,  920.11,  939.35,  910.31,  962.39,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2012-10-18, 10:56:08,  -05:00,       ,             ,             ,  1253.0, 29.81,        ,  14.2,   0.00,       ,    5.40,       ,       ,       ,       ,      ,      ,  27.9,  27.9,   4.4,  -0.0,   5.67,   5.29,     2.18,   69.06,   60.41,  927.7,   74.83,   79.09,   74.44,   78.69,  907.15,  935.58,  895.64,  958.82,        ,   0,  GPS,  356.4, 114.30, 114.30, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.5,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
